Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Female,No,No,Yes,37,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Bank transfer (automatic),20.3,Low,755.4,0,
Male,No,Yes,Yes,20,13-24,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,4,Two year,Yes,Credit card (automatic),39.4,Low,825.4,0,
Male,No,No,No,7,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Bank transfer (automatic),69.15,Medium,488.65,0,
Male,No,No,No,41,37-48,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4,One year,Yes,Electronic check,51.35,Medium,2075.1,0,
Female,No,No,No,54,49-60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6,One year,Yes,Credit card (automatic),100.05,High,5299.65,0,
Male,Yes,No,No,69,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),20.3,Low,1356.3,0,
Female,No,No,No,53,49-60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,6,One year,Yes,Credit card (automatic),94.45,High,5042.75,0,
Male,No,Yes,Yes,18,13-24,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,4,One year,No,Credit card (automatic),46.4,Low,812.4,0,
Male,No,Yes,No,64,61-72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7,Two year,Yes,Credit card (automatic),104.05,High,6605.55,0,
Female,No,No,No,20,13-24,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,No,Credit card (automatic),24.9,Low,505.95,0,
Male,No,Yes,Yes,57,49-60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5,One year,No,Mailed check,59.6,Medium,3509.4,0,
Male,Yes,Yes,No,63,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,Two year,No,Credit card (automatic),108.5,High,6991.9,0,
Male,No,Yes,Yes,13,13-24,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,4,Two year,No,Mailed check,40.55,Low,590.35,0,
Female,Yes,Yes,No,48,37-48,Yes,No,DSL,No,Yes,No,No,No,Yes,4,One year,Yes,Bank transfer (automatic),58.95,Medium,2789.7,0,
Male,No,Yes,Yes,57,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.75,Low,1123.15,0,
Male,No,Yes,No,71,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Bank transfer (automatic),113.15,High,7953.25,0,
Female,No,Yes,Yes,7,0-12,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,No,Electronic check,48.8,Low,349.8,0,
Female,No,No,No,16,13-24,Yes,Yes,DSL,No,No,No,No,No,Yes,4,Month-to-month,Yes,Bank transfer (automatic),63.05,Medium,1067.05,0,
Male,No,Yes,No,34,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,No,Electronic check,100.85,High,3527.3,0,
Male,No,No,No,16,13-24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Mailed check,80.55,Medium,1248.9,0,
Male,No,No,Yes,48,37-48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,6,One year,Yes,Bank transfer (automatic),64.4,Medium,3035.35,0,
Male,No,Yes,Yes,58,49-60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,6,One year,Yes,Credit card (automatic),75.2,Medium,4300.8,0,
Female,No,Yes,No,72,61-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Bank transfer (automatic),84.9,Medium,6065.3,0,
Female,No,No,No,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.3,Low,144.95,0,
Female,No,No,No,30,25-36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7,One year,No,Credit card (automatic),74.65,Medium,2308.6,0,
Male,No,Yes,No,31,25-36,Yes,Yes,DSL,No,No,No,No,Yes,No,4,Month-to-month,Yes,Credit card (automatic),59.05,Medium,1882.8,0,
Female,Yes,No,No,46,37-48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,6,One year,Yes,Credit card (automatic),69.1,Medium,3255.35,0,
Male,No,Yes,No,50,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.55,Low,1067.65,0,
Male,No,Yes,No,28,25-36,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Month-to-month,No,Bank transfer (automatic),76.55,Medium,2065.4,0,
Female,No,No,No,66,61-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),62.5,Medium,4136.4,0,
Female,No,Yes,Yes,41,37-48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),94.9,High,3848.0,0,
Male,Yes,Yes,No,72,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Bank transfer (automatic),111.65,High,8022.85,0,
Female,No,No,No,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.9,Low,173.15,0,
Female,No,Yes,Yes,38,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.45,Low,781.25,0,
Male,No,No,No,44,37-48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,106.05,High,4510.8,0,
Male,No,Yes,Yes,47,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,One year,Yes,Bank transfer (automatic),113.45,High,5317.8,0,
Male,No,Yes,Yes,53,49-60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,5,Month-to-month,Yes,Electronic check,92.55,High,4779.45,0,
Male,No,Yes,No,4,0-12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,5,Month-to-month,No,Electronic check,65.6,Medium,250.1,0,
Male,Yes,No,No,20,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Month-to-month,Yes,Electronic check,84.35,Medium,1745.2,0,
Male,Yes,Yes,No,57,49-60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,6,One year,Yes,Credit card (automatic),71.1,Medium,4140.1,0,
Female,Yes,Yes,No,44,37-48,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,5,Month-to-month,Yes,Electronic check,85.15,High,3670.5,0,
Male,No,No,No,24,13-24,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,Yes,Mailed check,49.7,Low,1167.8,0,
Male,No,Yes,Yes,15,13-24,No,No phone service,DSL,Yes,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),30.2,Low,469.65,0,
Female,No,No,No,24,13-24,Yes,No,DSL,Yes,No,No,Yes,No,No,4,Month-to-month,No,Credit card (automatic),56.35,Medium,1381.2,0,
Female,No,No,No,33,25-36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,No,Electronic check,107.55,High,3645.5,0,
Female,No,Yes,Yes,58,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Mailed check,19.85,Low,1158.85,0,
Female,No,Yes,Yes,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Two year,Yes,Bank transfer (automatic),95.9,High,6954.15,0,
Female,No,Yes,No,71,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,23.85,Low,1672.1,0,
Male,No,Yes,No,51,49-60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Credit card (automatic),83.85,Medium,4307.1,0,
Male,Yes,Yes,No,72,61-72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,5,Two year,Yes,Credit card (automatic),84.8,Medium,6141.65,0,
Male,No,No,Yes,14,13-24,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,7,Two year,No,Bank transfer (automatic),76.1,Medium,1054.8,0,
Female,No,Yes,Yes,72,61-72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,7,Two year,No,Mailed check,74.55,Medium,5430.65,0,
Female,No,Yes,Yes,22,13-24,No,No phone service,DSL,No,Yes,No,No,Yes,No,3,Month-to-month,No,Electronic check,39.2,Low,849.9,0,
Female,No,No,No,2,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,No,Electronic check,79.55,Medium,151.75,0,
Female,No,No,No,15,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.6,Low,299.4,0,
Male,No,Yes,Yes,51,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.55,Low,1086.75,0,
Male,No,Yes,No,70,61-72,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,4,Two year,Yes,Credit card (automatic),39.15,Low,2692.75,0,
Female,No,Yes,Yes,71,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Bank transfer (automatic),20.1,Low,1389.6,0,
Female,No,Yes,Yes,39,37-48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),99.95,High,3767.4,0,
Female,No,Yes,Yes,61,61-72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,5,Month-to-month,No,Electronic check,59.8,Medium,3641.5,0,
Female,No,No,No,52,49-60,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Bank transfer (automatic),49.75,Low,2535.55,0,
Male,No,Yes,No,64,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,One year,Yes,Mailed check,108.5,High,6880.85,0,
Male,No,Yes,No,62,61-72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,5,Two year,Yes,Credit card (automatic),60.15,Medium,3753.2,0,
Male,No,Yes,No,30,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.05,Low,637.55,0,
Male,Yes,Yes,No,63,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Bank transfer (automatic),84.0,Medium,5329.55,0,
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Credit card (automatic),44.55,Low,44.55,0,
Male,No,Yes,No,15,13-24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Month-to-month,Yes,Electronic check,103.45,High,1539.8,0,
Male,No,Yes,Yes,27,25-36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4,One year,Yes,Credit card (automatic),80.65,Medium,2209.75,0,
Female,No,No,Yes,4,0-12,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,6,Month-to-month,Yes,Mailed check,57.2,Medium,223.75,0,
Female,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,Two year,Yes,Electronic check,110.75,High,7751.7,0,
Male,Yes,Yes,No,45,37-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Credit card (automatic),24.7,Low,1174.35,0,
Female,Yes,No,No,45,37-48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,7,Month-to-month,Yes,Electronic check,97.05,High,4385.05,0,
Female,No,No,No,36,25-36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,7,One year,Yes,Mailed check,76.35,Medium,2606.35,0,
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,18.9,Low,18.9,0,
Male,Yes,No,No,16,13-24,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Bank transfer (automatic),74.45,Medium,1261.35,0,
Female,No,Yes,No,71,61-72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Credit card (automatic),84.4,Medium,5969.3,0,
Male,No,Yes,Yes,10,0-12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Month-to-month,Yes,Mailed check,24.4,Low,253.9,0,
Male,No,Yes,Yes,20,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,20.05,Low,400.0,0,
Female,No,No,No,4,0-12,Yes,No,DSL,No,No,No,No,Yes,No,3,Month-to-month,No,Credit card (automatic),55.5,Medium,227.35,0,
Male,Yes,Yes,No,29,25-36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,84.3,Medium,2357.75,0,
Male,No,No,No,2,0-12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6,Month-to-month,No,Electronic check,100.2,High,198.5,0,
Female,No,No,No,29,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.4,Low,554.25,0,
Male,No,No,No,13,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Electronic check,20.4,Low,251.65,0,
Female,No,Yes,No,59,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Month-to-month,Yes,Electronic check,94.75,High,5597.65,0,
Male,No,Yes,No,18,13-24,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),44.35,Low,768.05,0,
Female,No,Yes,Yes,17,13-24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,6,Month-to-month,No,Mailed check,74.55,Medium,1215.8,0,
Male,No,Yes,No,47,37-48,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,6,Two year,No,Electronic check,73.6,Medium,3522.65,0,
Male,No,Yes,Yes,19,13-24,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,No,Credit card (automatic),50.1,Medium,910.45,0,
Female,Yes,Yes,Yes,68,61-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Two year,Yes,Electronic check,53.0,Medium,3656.25,0,
Female,No,Yes,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),19.85,Low,52.0,0,
Male,No,No,No,7,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,One year,Yes,Credit card (automatic),24.35,Low,150.85,0,
Female,No,No,No,18,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,19.55,Low,389.25,0,
Female,No,Yes,No,71,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),25.05,Low,1873.7,0,
Male,Yes,Yes,No,13,13-24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6,Month-to-month,No,Credit card (automatic),93.8,High,1261.0,0,
Male,No,Yes,No,72,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),103.75,High,7346.2,0,
Male,No,Yes,Yes,66,61-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Two year,Yes,Credit card (automatic),56.75,Medium,3708.4,0,
Male,No,Yes,Yes,24,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Credit card (automatic),20.8,Low,469.65,0,
Female,No,Yes,Yes,56,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,Yes,Mailed check,24.45,Low,1385.85,0,
Female,Yes,Yes,No,22,13-24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,No,Bank transfer (automatic),25.6,Low,548.8,0,
Female,No,No,No,42,37-48,Yes,No,DSL,Yes,Yes,Yes,No,No,No,5,Month-to-month,No,Bank transfer (automatic),59.65,Medium,2536.55,0,
Female,No,Yes,Yes,72,61-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Bank transfer (automatic),83.3,Medium,6042.7,0,
Female,No,No,No,12,0-12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4,Month-to-month,Yes,Credit card (automatic),79.55,Medium,958.25,0,
Male,No,Yes,No,71,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Bank transfer (automatic),24.45,Low,1730.65,0,
Female,No,Yes,No,26,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.2,Low,459.6,0,
Female,No,No,Yes,7,0-12,No,No phone service,DSL,Yes,No,No,No,No,No,2,Month-to-month,No,Mailed check,29.8,Low,201.95,0,
Female,No,Yes,Yes,6,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,45.5,Low,285.2,0,
Male,No,Yes,No,51,49-60,No,No phone service,DSL,No,Yes,No,No,No,No,2,Month-to-month,Yes,Credit card (automatic),30.05,Low,1529.45,0,
Male,No,Yes,Yes,72,61-72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),65.65,Medium,4664.5,0,
Female,No,No,No,47,37-48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,7,Two year,No,Mailed check,74.05,Medium,3496.3,0,
Male,Yes,No,No,62,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,One year,Yes,Bank transfer (automatic),110.75,High,7053.35,0,
Female,No,Yes,Yes,16,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Mailed check,19.7,Low,301.55,0,
Male,No,No,No,6,0-12,Yes,No,DSL,No,No,No,Yes,No,No,3,Month-to-month,Yes,Credit card (automatic),49.5,Low,312.7,0,
Female,No,Yes,Yes,69,61-72,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,4,Two year,Yes,Credit card (automatic),43.95,Low,2960.1,0,
Female,No,Yes,No,64,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Electronic check,111.15,High,6953.4,0,
Male,No,No,No,25,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.6,Low,541.5,0,
Female,No,No,No,6,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.65,Low,116.85,0,
Male,No,Yes,No,66,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,One year,No,Bank transfer (automatic),115.8,High,7942.15,0,
Female,No,No,No,61,61-72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,8,Two year,No,Credit card (automatic),88.65,High,5321.25,0,
Female,Yes,Yes,No,43,37-48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Month-to-month,Yes,Electronic check,94.5,High,4156.8,0,
Female,No,No,No,12,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.1,Low,223.6,0,
Male,Yes,No,No,23,13-24,No,No phone service,DSL,No,No,No,No,No,Yes,2,Month-to-month,Yes,Bank transfer (automatic),34.65,Low,768.45,0,
Male,Yes,Yes,No,71,61-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),52.3,Medium,3765.05,0,
Female,No,No,No,34,25-36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,5,Month-to-month,No,Mailed check,65.0,Medium,2157.5,0,
Female,No,Yes,No,41,37-48,No,No phone service,DSL,No,Yes,No,Yes,No,No,3,One year,No,Mailed check,35.45,Low,1391.65,0,
Female,No,Yes,Yes,72,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,No,Credit card (automatic),19.7,Low,1379.8,0,
Male,Yes,No,No,14,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,95.6,High,1273.3,0,
Female,No,No,No,41,37-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Mailed check,19.85,Low,810.45,0,
Female,No,Yes,Yes,23,13-24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,One year,No,Credit card (automatic),81.85,Medium,1810.85,0,
Male,No,Yes,Yes,71,61-72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8,Two year,No,Credit card (automatic),109.3,High,7782.85,0,
Male,No,Yes,No,72,61-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Mailed check,25.4,Low,1797.1,0,
Male,No,Yes,Yes,6,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.8,Medium,377.85,0,
Male,No,Yes,Yes,23,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Credit card (automatic),20.0,Low,445.3,0,
Female,No,No,No,72,61-72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,109.9,High,7624.2,0,
Female,No,Yes,No,7,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Bank transfer (automatic),50.3,Medium,355.1,0,
Male,No,Yes,Yes,9,0-12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.5,High,906.85,0,
Female,No,No,No,12,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5,Month-to-month,Yes,Electronic check,89.15,High,1057.55,0,
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,19.4,Low,19.4,0,
Female,Yes,Yes,Yes,48,37-48,No,No phone service,DSL,No,Yes,No,No,No,No,2,One year,No,Bank transfer (automatic),29.9,Low,1388.75,0,
Male,No,No,No,20,13-24,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,No,Electronic check,78.8,Medium,1641.3,0,
Female,No,No,No,10,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,Yes,Mailed check,19.3,Low,185.2,0,
Male,No,Yes,Yes,20,13-24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,6,Month-to-month,No,Mailed check,96.8,High,1826.7,0,
Male,No,Yes,No,20,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,20.65,Low,417.5,0,
Male,No,Yes,Yes,19,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.8,Low,344.5,0,
Male,No,Yes,No,22,13-24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7,Month-to-month,Yes,Electronic check,104.6,High,2180.55,0,
Female,No,No,No,35,25-36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,4,Month-to-month,No,Credit card (automatic),80.05,Medium,2835.9,0,
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,45.15,Low,45.15,0,
Male,No,No,No,39,37-48,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),73.15,Medium,2730.85,0,
Female,Yes,Yes,No,54,49-60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,6,One year,Yes,Electronic check,99.1,High,5437.1,0,
Male,No,No,No,56,49-60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,7,Month-to-month,Yes,Mailed check,105.35,High,5794.45,0,
Male,No,No,Yes,18,13-24,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Credit card (automatic),45.65,Low,747.2,0,
Female,No,Yes,Yes,16,13-24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Credit card (automatic),79.95,Medium,1267.95,0,
Female,No,No,No,68,61-72,Yes,No,DSL,Yes,No,Yes,No,No,No,4,One year,Yes,Credit card (automatic),54.45,Medium,3674.95,0,
Female,Yes,Yes,No,53,49-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Two year,No,Credit card (automatic),25.1,Low,1275.6,0,
Female,No,Yes,Yes,72,61-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8,Two year,No,Credit card (automatic),84.7,Medium,5893.9,0,
Male,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,75.85,Medium,724.65,0,
Female,No,No,No,30,25-36,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,48.8,Low,1536.75,0,
Female,No,No,No,18,13-24,No,No phone service,DSL,No,No,Yes,Yes,No,No,3,Month-to-month,Yes,Electronic check,35.2,Low,607.3,0,
Female,Yes,Yes,Yes,55,49-60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,7,One year,No,Electronic check,76.25,Medium,4154.55,0,
Male,Yes,No,No,33,25-36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,One year,Yes,Bank transfer (automatic),24.9,Low,847.8,0,
Male,No,Yes,No,44,37-48,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Two year,No,Bank transfer (automatic),54.3,Medium,2390.45,0,
Female,No,Yes,Yes,30,25-36,Yes,No,DSL,Yes,No,No,Yes,No,Yes,5,Month-to-month,No,Bank transfer (automatic),66.3,Medium,1923.5,0,
Female,No,Yes,No,71,61-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Two year,Yes,Bank transfer (automatic),20.9,Low,1493.2,0,
Male,No,Yes,No,1,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Month-to-month,No,Credit card (automatic),75.35,Medium,75.35,0,
Male,Yes,Yes,No,23,13-24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Electronic check,104.45,High,2184.85,0,
Female,No,No,Yes,22,13-24,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4,One year,Yes,Credit card (automatic),49.45,Low,1031.4,0,
Female,No,No,Yes,49,49-60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Credit card (automatic),19.45,Low,921.3,0,
Female,No,Yes,Yes,42,37-48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,92.15,High,3875.4,0,
